tipo;bairro;valor;area;quartos;vagas;suites;banheiros;latitude;longitude;regiao;valor
CASA;SÃO JOÃO DO TAUAPE;850000.0;200.0;4;4.0;2.0;4.0;-3.7460584;-38.4616513;REGIONAL 2;13.652992804936396
CASA;SAPIRANGA;850000.0;500.0;4;10.0;4.0;5.0;-3.7460584;-38.4616513;REGIONAL 7;13.652992804936396
CASA;COCÓ;840000.0;228.0;4;4.0;3.0;5.0;-3.7460584;-38.4616513;REGIONAL 7;13.641158361294979
CASA;JOSÉ BONIFÁCIO;800000.0;284.0;5;4.0;3.0;3.0;-3.7460584;-38.4616513;REGIONAL 4;13.592368256649284
CASA;DAMAS;790000.0;211.0;4;2.0;1.0;1.0;-3.7460584;-38.4616513;REGIONAL 4;13.579789490265188
CASA;SÃO BENTO;790000.0;243.0;4;4.0;4.0;5.0;-3.7460584;-38.4616513;REGIONAL 6;13.579789490265188
CASA;CIDADE DOS FUNCIONÁRIOS;770000.0;260.0;3;8.0;2.0;4.0;-3.7460584;-38.4616513;REGIONAL 6;13.554147092530322
CASA;JOSÉ BONIFÁCIO;760000.0;363.0;5;10.0;3.0;3.0;-3.7460584;-38.4616513;REGIONAL 4;13.541075028051122
CASA;JOSÉ DE ALENCAR;750000.0;334.0;4;5.0;1.0;3.0;-3.7460584;-38.4616513;REGIONAL 6;13.527829818844937
CASA;SÃO GERARDO;750000.0;314.0;4;4.0;3.0;5.0;-3.7460584;-38.4616513;REGIONAL 3;13.527829818844937
CASA;SÃO GERARDO;690000.0;253.0;4;4.0;4.0;6.0;-3.7460584;-38.4616513;REGIONAL 3;13.444448325847754
CASA;CIDADE DOS FUNCIONÁRIOS;680000.0;132.0;4;3.0;4.0;4.0;-3.7460584;-38.4616513;REGIONAL 6;13.429849547739444
CASA;BOA VISTA;650000.0;250.0;4;5.0;4.0;5.0;-3.7460584;-38.4616513;REGIONAL 8;13.384729180332174
CASA;PARQUELÂNDIA;650000.0;194.0;3;1.0;1.0;3.0;-3.7460584;-38.4616513;REGIONAL 3;13.384729180332174
CASA;RODOLFO TEÓFILO;650000.0;184.0;4;2.0;1.0;3.0;-3.7460584;-38.4616513;REGIONAL 3;13.384729180332174
CASA;VARJOTA;800000.0;250.0;3;3.0;1.0;1.0;-3.7460584;-38.4616513;REGIONAL 2;13.592368256649284
CASA;LUCIANO CAVALCANTE;650000.0;198.0;3;2.0;3.0;4.0;-3.7460584;-38.4616513;REGIONAL 7;13.384729180332174
CASA;JOSÉ DE ALENCAR;600000.0;288.0;3;3.0;1.0;3.0;-3.7460584;-38.4616513;REGIONAL 6;13.304686600863562
CASA;CIDADE DOS FUNCIONÁRIOS;599000.0;228.0;4;3.0;4.0;5.0;-3.7460584;-38.4616513;REGIONAL 6;13.303018546545275
CASA;LAGOA REDONDA;590000.0;146.0;4;3.0;3.0;5.0;-3.7460584;-38.4616513;REGIONAL 6;13.28787951079572
CASA;MONTESE;590000.0;339.0;4;3.0;3.0;4.0;-3.7460584;-38.4616513;REGIONAL 4;13.28787951079572
CASA;EDSON QUEIROZ;580000.0;191.0;3;3.0;3.0;4.0;-3.7460584;-38.4616513;REGIONAL 7;13.270785106659046
CASA;JOSÉ DE ALENCAR;580000.0;184.0;4;4.0;3.0;4.0;-3.7460584;-38.4616513;REGIONAL 6;13.270785106659046
CASA;PARQUE MANIBURA;550000.0;255.0;3;2.0;1.0;1.0;-3.7460584;-38.4616513;REGIONAL 6;13.217675375388819
CASA;PAPICU;650000.0;123.0;4;4.0;1.0;1.0;-3.7460584;-38.4616513;REGIONAL 2;13.384729180332174
CASA;PARANGABA;499000.0;250.0;5;3.0;2.0;2.0;-3.7460584;-38.4616513;REGIONAL 4;13.120363378739663
CASA;JOSÉ DE ALENCAR;495000.0;520.0;3;3.0;1.0;3.0;-3.7460584;-38.4616513;REGIONAL 6;13.112315061750808
CASA;JOSÉ DE ALENCAR;479000.0;150.0;3;2.0;3.0;4.0;-3.7460584;-38.4616513;REGIONAL 6;13.079457964073546
CASA;EDSON QUEIROZ;470000.0;87.0;3;3.0;2.0;3.0;-3.7460584;-38.4616513;REGIONAL 7;13.060490101343552
CASA;RODOLFO TEÓFILO;455000.0;120.0;3;3.0;1.0;3.0;-3.7460584;-38.4616513;REGIONAL 3;13.02805489573287
CASA;LAGOA REDONDA;450000.0;222.0;4;3.0;2.0;3.0;-3.7460584;-38.4616513;REGIONAL 6;13.017005083966255
CASA;RODOLFO TEÓFILO;450000.0;107.0;3;2.0;2.0;2.0;-3.7460584;-38.4616513;REGIONAL 3;13.017005083966255
CASA;BOA VISTA;420000.0;119.0;3;2.0;2.0;3.0;-3.7460584;-38.4616513;REGIONAL 8;12.948012371209098
CASA;CENTRO;385000.0;211.0;5;2.0;2.0;3.0;-3.7460584;-38.4616513;REGIONAL 12;12.861001210669146
CASA;LAGOA REDONDA;320000.0;111.0;4;2.0;3.0;4.0;-3.7460584;-38.4616513;REGIONAL 6;12.676079399771027
CASA;SALINAS;315000.0;76.0;3;2.0;1.0;2.0;-3.7460584;-38.4616513;REGIONAL 7;12.660331092405906
CASA;VILA PERI;300000.0;148.0;2;4.0;1.0;2.0;-3.7460584;-38.4616513;REGIONAL 4;12.611541086966115
CASA;PASSARÉ;280000.0;150.0;3;2.0;1.0;2.0;-3.7460584;-38.4616513;REGIONAL 8;12.54254845357358
CASA;LAGOA REDONDA;280000.0;69.0;3;2.0;1.0;2.0;-3.7460584;-38.4616513;REGIONAL 6;12.54254845357358
CASA;PASSARÉ;240000.0;60.0;3;1.0;1.0;2.0;-3.7460584;-38.4616513;REGIONAL 8;12.388398368982115
APARTAMENTO;PRAIA DO FUTURO II;320000.0;60.0;2;2.0;1.0;2.0;-3.750442139259913;-38.44866923356212;REGIONAL 7;12.676079399771027
APARTAMENTO;EDSON QUEIROZ;330000.0;83.0;4;2.0;4.0;4.0;-3.8023536205291752;-38.4751205444336;REGIONAL 7;12.706850963741102
APARTAMENTO;SÃO GERARDO;240000.0;65.0;3;2.0;1.0;2.0;-3.733731508255005;-38.56723785400391;REGIONAL 3;12.388398368982115
APARTAMENTO;RODOLFO TEÓFILO;180000.0;83.0;2;1.0;1.0;2.0;-3.741194374833469;-38.54982817968553;REGIONAL 3;12.100717685412471
APARTAMENTO;MONTESE;190000.0;86.0;3;1.0;1.0;2.0;-3.7651196563136367;-38.5441712423282;REGIONAL 4;12.154784614286667
APARTAMENTO;ITAOCA;210000.0;81.0;3;1.0;1.0;2.0;-3.770519256591797;-38.557483673095696;REGIONAL 4;12.25486757159303
APARTAMENTO;MEIRELES;490000.0;158.0;4;2.0;4.0;5.0;-3.7370842046022;-38.50424378046007;REGIONAL 2;13.102162710901053
APARTAMENTO;ALDEOTA;520000.0;100.0;3;1.0;2.0;3.0;-3.7325198650360103;-38.50997543334961;REGIONAL 2;13.161586013632684
APARTAMENTO;LUCIANO CAVALCANTE;460000.0;66.0;3;2.0;1.0;2.0;-3.772484197614829;-38.485279636747165;REGIONAL 7;13.038983942375959
APARTAMENTO;FÁTIMA;1500000.0;70.0;3;5.0;2.0;3.0;-3.75682;-38.52599;REGIONAL 4;14.220976332738882
APARTAMENTO;JOAQUIM TÁVORA;300000.0;133.0;2;1.0;1.0;2.0;-3.74915632686136;-38.516870989826835;REGIONAL 2;12.611541086966115
APARTAMENTO;MUCURIPE;1350000.0;130.0;2;2.0;2.0;3.0;-3.724277103179956;-38.48722781074188;REGIONAL 2;14.115615891155079
APARTAMENTO;PARQUELÂNDIA;490000.0;109.0;3;2.0;2.0;3.0;-3.736066497845304;-38.55733816813467;REGIONAL 3;13.102162710901053
APARTAMENTO;LUCIANO CAVALCANTE;290000.0;81.0;3;2.0;1.0;3.0;-3.7823997650321393;-38.48400709202794;REGIONAL 7;12.577639650232573
APARTAMENTO;MEIRELES;798000.0;65.0;2;2.0;1.0;2.0;-3.72746;-38.496;REGIONAL 2;13.589865129563993
APARTAMENTO;LUCIANO CAVALCANTE;635000.0;108.0;2;2.0;2.0;3.0;-3.785396785558656;-38.49174980562521;REGIONAL 7;13.361381852676738
APARTAMENTO;ALDEOTA;1230491.0;90.0;3;2.0;3.0;3.0;-3.733918892155848;-38.50898312129664;REGIONAL 2;14.022924647369928
APARTAMENTO;MEIRELES;1250000.0;66.0;2;1.0;1.0;1.0;-3.7258227944603246;-38.49843954457315;REGIONAL 2;14.038654909278163
APARTAMENTO;MONTESE;250000.0;101.0;4;3.0;1.0;2.0;-3.76032;-38.55654;REGIONAL 4;12.429220196836383
APARTAMENTO;SÃO GERARDO;190000.0;82.0;3;1.0;1.0;2.0;-3.72813;-38.56126;REGIONAL 3;12.154784614286667
APARTAMENTO;GUARARAPES;600000.0;150.0;3;2.0;3.0;4.0;-3.7631895542144775;-38.48445510864258;REGIONAL 7;13.304686600863562
APARTAMENTO;DAMAS;340000.0;72.0;2;2.0;1.0;2.0;-3.749135504993191;-38.54769175903191;REGIONAL 4;12.73670383776449
APARTAMENTO;JARDIM AMÉRICA;250000.0;97.0;3;2.0;1.0;3.0;-3.75044272650917;-38.5401816910092;REGIONAL 4;12.429220196836383
APARTAMENTO;ALDEOTA;1419081.38;94.0;3;3.0;3.0;4.0;-3.7398248873122135;-38.49795104683009;REGIONAL 2;14.165521009425342
APARTAMENTO;BENFICA;636948.93;75.0;3;2.0;1.0;2.0;-3.74091386795044;-38.539100646972656;REGIONAL 4;13.364446328639191
APARTAMENTO;CENTRO;570410.97;65.0;3;2.0;1.0;2.0;-3.739276601945999;-38.520153648637695;REGIONAL 12;13.254114133135527
APARTAMENTO;MEIRELES;2800000.0;309.0;3;5.0;3.0;5.0;-3.7311282281317393;-38.50042196295424;REGIONAL 2;14.845130332288226
APARTAMENTO;VARJOTA;330000.0;138.0;3;2.0;1.0;2.0;-3.728666982057785;-38.48172016153514;REGIONAL 2;12.706850963741102
APARTAMENTO;ALDEOTA;5034586.0;311.0;4;5.0;4.0;5.0;-3.7342304230949073;-38.50001554603831;REGIONAL 2;15.431842054951233
APARTAMENTO;CAMBEBA;390000.0;62.0;3;1.0;1.0;2.0;-3.805454399144352;-38.48839591442452;REGIONAL 6;12.873904582205107
APARTAMENTO;DIONÍSIO TORRES;607500.0;50.0;2;1.0;2.0;2.0;-3.7444265453733023;-38.50256588475436;REGIONAL 2;13.317109100286022
APARTAMENTO;ALDEOTA;460800.0;37.0;1;1.0;1.0;1.0;-3.735495036608497;-38.50491701166608;REGIONAL 2;13.040721558500353
APARTAMENTO;MEIRELES;1290000.0;210.0;3;3.0;3.0;4.0;-3.728789319432271;-38.494341092956205;REGIONAL 2;14.070153551531353
APARTAMENTO;MUCURIPE;1100000.0;147.0;2;2.0;2.0;3.0;-3.72464;-38.4875;REGIONAL 2;13.910821646859095
APARTAMENTO;VICENTE PINZÓN;240000.0;69.0;3;2.0;2.0;2.0;-3.731658474565145;-38.47734325013303;REGIONAL 2;12.388398368982115
APARTAMENTO;MEIRELES;360000.0;76.0;2;1.0;1.0;2.0;-3.725910663604736;-38.51208496093751;REGIONAL 2;12.793862088206213
APARTAMENTO;DIONÍSIO TORRES;2490000.0;232.0;4;5.0;4.0;5.0;-3.7503059479806766;-38.49269858559381;REGIONAL 2;14.727793670047236
APARTAMENTO;MEIRELES;4500000.0;395.0;4;7.0;4.0;5.0;-3.7299621105194087;-38.498580932617195;REGIONAL 2;15.319588176962746
APARTAMENTO;MESSEJANA;350000.0;58.0;3;2.0;1.0;2.0;-3.821434901517767;-38.49031944802211;REGIONAL 6;12.765691290604371
APARTAMENTO;ALDEOTA;480000.0;103.0;3;2.0;1.0;3.0;-3.72325611114502;-38.5063362121582;REGIONAL 2;13.081543466215237
APARTAMENTO;AMADEU FURTADO;340000.0;60.0;3;1.0;1.0;2.0;-3.74582399122748;-38.560080326187126;REGIONAL 3;12.73670383776449
APARTAMENTO;VARJOTA;480000.0;138.0;3;2.0;1.0;3.0;-3.7354155489300327;-38.486320806753845;REGIONAL 2;13.081543466215237
APARTAMENTO;MEIRELES;960000.0;167.0;3;2.0;3.0;5.0;-3.7284480608328594;-38.48989138425815;REGIONAL 2;13.774689605110144
APARTAMENTO;DAMAS;220000.0;72.0;3;1.0;2.0;3.0;-3.756025779144516;-38.55177524611496;REGIONAL 4;12.301387370778713
APARTAMENTO;VILA UNIÃO;280000.0;60.0;3;2.0;1.0;2.0;-3.758279800415039;-38.53716659545898;REGIONAL 4;12.54254845357358
APARTAMENTO;CIDADE 2000;260000.0;94.0;2;2.0;1.0;2.0;-3.7524953351784047;-38.46826798258764;REGIONAL 7;12.468440756144114
APARTAMENTO;PRAIA DE IRACEMA;980000.0;72.0;3;2.0;2.0;3.0;-3.7215933245358856;-38.517734307982685;REGIONAL 12;13.795308871054397
APARTAMENTO;CAJAZEIRAS;210000.0;67.0;2;1.0;1.0;2.0;-3.803497314453125;-38.50768661499024;REGIONAL 9;12.25486757159303
APARTAMENTO;VICENTE PINZÓN;400000.0;104.0;3;2.0;1.0;3.0;-3.7319010982761576;-38.47914010000001;REGIONAL 2;12.899222326086994
APARTAMENTO;MONTESE;180000.0;81.0;3;2.0;1.0;2.0;-3.767015858483728;-38.54964045767115;REGIONAL 4;12.100717685412471
APARTAMENTO;ALDEOTA;1000000.0;184.0;3;4.0;3.0;4.0;-3.738533552146529;-38.501883091749285;REGIONAL 2;13.815511557963774
APARTAMENTO;PRESIDENTE KENNEDY;140000.0;92.0;3;1.0;1.0;2.0;-3.737082719802856;-38.576053619384766;REGIONAL 3;11.849404844423074
APARTAMENTO;FÁTIMA;1770000.0;163.0;3;3.0;3.0;4.0;-3.751493344251797;-38.528953376405816;REGIONAL 4;14.386490669521603
APARTAMENTO;MONTE CASTELO;200000.0;67.0;2;1.0;1.0;2.0;-3.7270483733655215;-38.55231103414615;REGIONAL 3;12.206077645517674
APARTAMENTO;RODOLFO TEÓFILO;280000.0;75.0;3;1.0;3.0;2.0;-3.745021965888176;-38.54895569181651;REGIONAL 3;12.54254845357358
APARTAMENTO;PRAIA DO FUTURO;380000.0;37.0;1;1.0;1.0;1.0;-3.7496397495269775;-38.44807052612305;REGIONAL 7;12.847929163278053
APARTAMENTO;DAMAS;250000.0;100.0;3;2.0;1.0;2.0;-3.7530983405571736;-38.548598006552595;REGIONAL 4;12.429220196836383
APARTAMENTO;JOAQUIM TÁVORA;700000.0;123.0;3;1.0;3.0;5.0;-3.725188854420841;-38.509413861134014;REGIONAL 2;13.45883704259595
APARTAMENTO;PARQUELÂNDIA;340000.0;145.0;3;1.0;1.0;3.0;-3.740890264511109;-38.566890716552734;REGIONAL 3;12.73670383776449
APARTAMENTO;ALDEOTA;440000.0;105.0;3;2.0;1.0;3.0;-3.737834607633732;-38.510445538634265;REGIONAL 2;12.994532278619134
APARTAMENTO;MEIRELES;2300000.0;182.0;3;3.0;3.0;4.0;-3.725760936737061;-38.49142074584961;REGIONAL 2;14.648420115681892
APARTAMENTO;FÁTIMA;290000.0;88.0;3;2.0;1.0;2.0;-3.756079912185669;-38.52600097656249;REGIONAL 4;12.577639650232573
APARTAMENTO;MESSEJANA;290000.0;66.0;2;1.0;1.0;2.0;-3.8222300887281295;-38.49056040624932;REGIONAL 6;12.577639650232573
APARTAMENTO;COCÓ;830000.0;100.0;2;2.0;2.0;3.0;-3.746045376091361;-38.47131685770261;REGIONAL 7;13.629182184591333
APARTAMENTO;ALDEOTA;415000.0;61.0;3;1.0;1.0;2.0;-3.734975666756763;-38.509394556083194;REGIONAL 2;12.936036208848487
APARTAMENTO;ALDEOTA;580000.0;124.0;3;2.0;3.0;4.0;-3.7476931156683855;-38.493541481724435;REGIONAL 2;13.270785106659046
APARTAMENTO;FÁTIMA;365000.0;101.0;3;1.0;1.0;2.0;-3.747961773616276;-38.52181574635188;REGIONAL 4;12.807655372286902
APARTAMENTO;CAJAZEIRAS;220000.0;61.0;3;1.0;1.0;2.0;-3.799309031348828;-38.51100416803148;REGIONAL 9;12.301387370778713
APARTAMENTO;VICENTE PINZÓN;380000.0;156.0;4;2.0;2.0;3.0;-3.7299924546265046;-38.46182853860544;REGIONAL 2;12.847929163278053
APARTAMENTO;ALDEOTA;570000.0;62.0;3;2.0;2.0;2.0;-3.734638055951939;-38.5008480902384;REGIONAL 2;13.25339339419516
APARTAMENTO;PRESIDENTE KENNEDY;460000.0;103.0;3;2.0;1.0;3.0;-3.735228104418203;-38.56698087762733;REGIONAL 3;13.038983942375959
APARTAMENTO;PAPICU;395000.0;110.0;3;2.0;2.0;3.0;-3.736733920469373;-38.47296749999797;REGIONAL 2;12.886643575525625
APARTAMENTO;VICENTE PINZÓN;210000.0;85.0;3;1.0;1.0;2.0;-3.7331542409639367;-38.474044137167546;REGIONAL 2;12.25486757159303
APARTAMENTO;MEIRELES;650000.0;189.0;3;2.0;3.0;4.0;-3.7310842511437303;-38.50651411781331;REGIONAL 2;13.384729180332174
APARTAMENTO;ALDEOTA;695000.0;150.0;3;3.0;3.0;3.0;-3.742577239847367;-38.49313518465856;REGIONAL 2;13.451668563394815
APARTAMENTO;COCÓ;685000.0;80.0;3;2.0;3.0;3.0;-3.7460899353027344;-38.47079849243164;REGIONAL 7;13.437175577097312
APARTAMENTO;MESSEJANA;170000.0;56.0;3;1.0;1.0;1.0;-3.850528898690868;-38.50152797190392;REGIONAL 6;12.04355959836804
APARTAMENTO;FÁTIMA;250000.0;129.0;3;1.0;1.0;3.0;-3.755192913584019;-38.531882635054146;REGIONAL 4;12.429220196836383
APARTAMENTO;CAMBEBA;199000.0;60.0;2;1.0;1.0;2.0;-3.801920839490668;-38.481061491758666;REGIONAL 6;12.201065128819632
APARTAMENTO;FÁTIMA;250000.0;117.0;3;2.0;1.0;1.0;-3.756079912185669;-38.52600097656249;REGIONAL 4;12.429220196836383
APARTAMENTO;ITAOCA;195000.0;85.0;2;1.0;1.0;2.0;-3.7738964557647705;-38.55907440185547;REGIONAL 4;12.180759965737863
APARTAMENTO;SÃO JOÃO DO TAUAPE;750000.0;120.0;3;3.0;3.0;3.0;-3.753484725952149;-38.50961685180664;REGIONAL 2;13.527829818844937
APARTAMENTO;DIAS MACÊDO;200000.0;46.0;2;1.0;1.0;2.0;-3.791775703430176;-38.51739883422852;REGIONAL 8;12.206077645517674
APARTAMENTO;JACARECANGA;290000.0;133.0;3;2.0;1.0;3.0;-3.722239885923936;-38.54923400238527;REGIONAL 1;12.577639650232573
APARTAMENTO;PAPICU;280000.0;135.0;3;2.0;2.0;3.0;-3.73721981048584;-38.47321701049805;REGIONAL 2;12.54254845357358
APARTAMENTO;FÁTIMA;450000.0;63.0;2;1.0;1.0;2.0;-3.745221746044384;-38.531897757670976;REGIONAL 4;13.017005083966255
APARTAMENTO;JOAQUIM TÁVORA;350000.0;111.0;3;2.0;1.0;2.0;-3.812936305999756;-38.449485778808594;REGIONAL 2;12.765691290604371
APARTAMENTO;RODOLFO TEÓFILO;230000.0;68.0;3;1.0;1.0;2.0;-3.7418894215366447;-38.545102123495866;REGIONAL 3;12.345838935721968
APARTAMENTO;JOAQUIM TÁVORA;490000.0;104.0;3;2.0;3.0;3.0;-3.7453775405883794;-38.51607894897461;REGIONAL 2;13.102162710901053
APARTAMENTO;MEIRELES;1000000.0;190.0;4;2.0;2.0;4.0;-3.7297439575195312;-38.49190139770508;REGIONAL 2;13.815511557963774
APARTAMENTO;RODOLFO TEÓFILO;199000.0;59.0;3;1.0;1.0;2.0;-3.746734619140625;-38.54988861083984;REGIONAL 3;12.201065128819632
APARTAMENTO;SÃO GERARDO;480000.0;160.0;4;2.0;3.0;4.0;-3.735260486602783;-38.563289642333984;REGIONAL 3;13.081543466215237
APARTAMENTO;ALDEOTA;590000.0;118.0;3;3.0;3.0;4.0;-3.7423257827758794;-38.508007049560554;REGIONAL 2;13.28787951079572
APARTAMENTO;ALDEOTA;300000.0;177.0;3;2.0;3.0;4.0;-3.7433794239297455;-38.49012738868644;REGIONAL 2;12.611541086966115
APARTAMENTO;ALDEOTA;580000.0;145.0;3;2.0;3.0;3.0;-3.739826679229736;-38.50873565673828;REGIONAL 2;13.270785106659046
APARTAMENTO;RODOLFO TEÓFILO;260000.0;114.0;3;1.0;2.0;3.0;-3.748675346374512;-38.55434799194336;REGIONAL 3;12.468440756144114
APARTAMENTO;PARANGABA;245000.0;90.0;3;1.0;1.0;3.0;-3.766595363616944;-38.55953598022461;REGIONAL 4;12.409017571151187
APARTAMENTO;VARJOTA;450000.0;126.0;3;2.0;2.0;3.0;-3.728899829111645;-38.48753609872373;REGIONAL 2;13.017005083966255
APARTAMENTO;SÃO GERARDO;340000.0;112.0;3;2.0;1.0;2.0;-3.80472993850708;-38.63180160522461;REGIONAL 3;12.73670383776449
APARTAMENTO;SÃO GERARDO;240000.0;70.0;3;1.0;1.0;2.0;-3.7285071;-38.5619256;REGIONAL 3;12.388398368982115
APARTAMENTO;PARREÃO;200000.0;83.0;2;1.0;1.0;2.0;-3.757129907608032;-38.53963088989258;REGIONAL 4;12.206077645517674
APARTAMENTO;MEIRELES;1230000.0;113.0;3;2.0;3.0;4.0;-3.732587769688785;-38.49622817397192;REGIONAL 2;14.0225255403564
APARTAMENTO;FÁTIMA;800000.0;120.0;3;2.0;2.0;4.0;-3.754637956619263;-38.52724838256836;REGIONAL 4;13.592368256649284
APARTAMENTO;FÁTIMA;220000.0;117.0;3;2.0;1.0;2.0;-3.756079912185669;-38.52600097656249;REGIONAL 4;12.301387370778713
APARTAMENTO;FÁTIMA;530000.0;67.0;3;2.0;2.0;2.0;-3.745850086212158;-38.53089904785156;REGIONAL 4;13.180634172318978
APARTAMENTO;PARQUE DOIS IRMÃOS;280000.0;57.0;2;2.0;1.0;2.0;-3.8119850158691406;-38.55443954467773;REGIONAL 8;12.54254845357358
APARTAMENTO;ALDEOTA;457000.0;65.0;3;2.0;1.0;1.0;-3.7381296157836914;-38.51244354248047;REGIONAL 2;13.032440858057756
APARTAMENTO;PARQUE IRACEMA;668000.0;89.0;3;2.0;2.0;2.0;-3.8106269836425777;-38.496978759765625;REGIONAL 6;13.41204494952365
APARTAMENTO;DE LOURDES;787000.0;88.0;3;2.0;1.0;3.0;-3.745383024215698;-38.45853042602539;REGIONAL 2;13.575984798046763
APARTAMENTO;PARQUELÂNDIA;280000.0;100.0;3;1.0;1.0;2.0;-3.73399829864502;-38.553131103515625;REGIONAL 3;12.54254845357358
APARTAMENTO;PRESIDENTE KENNEDY;295000.0;86.0;3;1.0;1.0;2.0;-3.7337388992309566;-38.56731414794922;REGIONAL 3;12.59473402514672
APARTAMENTO;PRESIDENTE KENNEDY;250000.0;65.0;3;2.0;1.0;2.0;-3.7335574626922607;-38.567279815673835;REGIONAL 3;12.429220196836383
APARTAMENTO;PRAIA DE IRACEMA;650000.0;75.0;3;2.0;2.0;2.0;-3.7232298851013184;-38.50983810424805;REGIONAL 12;13.384729180332174
CASA;FÁTIMA;1590000.0;301.0;5;3.0;5.0;6.0;-3.7551914362905143;-38.52798566260321;REGIONAL 4;14.279245203127035
CASA;LUCIANO CAVALCANTE;550000.0;415.0;4;2.0;3.0;4.0;-3.7880457034630224;-38.494119972336726;REGIONAL 7;13.217675375388819
CASA;MONTE CASTELO;537000.0;220.0;6;2.0;4.0;6.0;-3.7244647727389166;-38.55606814785176;REGIONAL 3;13.19375523568666
CASA;MANOEL SÁTIRO;690000.0;264.0;5;2.0;4.0;4.0;-3.795371945276089;-38.57552786107524;REGIONAL 10;13.444448325847754
CASA;AMADEU FURTADO;950000.0;120.0;3;1.0;3.0;3.0;-3.747528503197304;-38.56130786521432;REGIONAL 3;13.76421831620775
CASA;RODOLFO TEÓFILO;415000.0;208.0;5;2.0;4.0;6.0;-3.7508646789144113;-38.55568698907167;REGIONAL 3;12.936036208848487
CASA;SIQUEIRA;1020000.0;1048.0;4;4.0;4.0;5.0;-3.806780656209823;-38.60849031865704;REGIONAL 5;13.83531416565213
CASA;EDSON QUEIROZ;695000.0;180.0;4;3.0;4.0;4.0;-3.78541;-38.45879;REGIONAL 7;13.451668563394815
CASA;EDSON QUEIROZ;650000.0;180.0;4;3.0;4.0;4.0;-3.78541;-38.45879;REGIONAL 7;13.384729180332174
CASA;ÁLVARO WEYNE;450000.0;210.0;3;3.0;2.0;3.0;-3.717199652195196;-38.57493374969927;REGIONAL 1;13.017005083966255
CASA;BOA VISTA;400000.0;198.0;3;4.0;1.0;2.0;-3.7987356125983456;-38.517278402973744;REGIONAL 8;12.899222326086994
CASA;PRESIDENTE KENNEDY;800000.0;138.0;5;3.0;4.0;5.0;-3.728884298290851;-38.57218092086384;REGIONAL 3;13.592368256649284
CASA;LUCIANO CAVALCANTE;460000.0;215.0;3;3.0;2.0;2.0;-3.7783365;-38.4974217;REGIONAL 7;13.038983942375959
CASA;SAPIRANGA/COITÉ;660000.0;260.0;3;3.0;3.0;4.0;-3.7963504532744734;-38.47157400758513;REGIONAL 7;13.399996629152975
CASA;RODOLFO TEÓFILO;450000.0;140.0;4;2.0;2.0;3.0;-3.7516866986281943;-38.553116244375914;REGIONAL 3;13.017005083966255
CASA;PARQUELÂNDIA;570000.0;180.0;3;5.0;1.0;3.0;-3.7371459980796793;-38.559013924233504;REGIONAL 3;13.25339339419516
CASA;PAPICU;2200000.0;988.0;8;10.0;6.0;7.0;-3.7350081348732047;-38.47195098305159;REGIONAL 2;14.603968372873895
CASA;PARQUELÂNDIA;2400000.0;750.0;4;3.0;3.0;4.0;-3.737515587935932;-38.56610486319317;REGIONAL 3;14.690979711984754
CASA;CONJUNTO CEARÁ;519000.0;154.0;3;3.0;2.0;4.0;-3.769771301284752;-38.65296010964036;REGIONAL 11;13.159661088928443
CASA;PARQUELÂNDIA;2800000.0;303.0;4;2.0;2.0;4.0;-3.7378804126664464;-38.56604834957335;REGIONAL 3;14.845130332288226
CASA;PRESIDENTE KENNEDY;549000.0;181.0;4;2.0;1.0;2.0;-3.730198488932999;-38.565325398162834;REGIONAL 3;13.215855541983634
CASA;VILA UNIÃO;675000.0;213.0;4;3.0;3.0;4.0;-3.7624139939924266;-38.53012144074152;REGIONAL 4;13.42246945133505
CASA;JARDIM GUANABARA;320000.0;198.0;3;1.0;1.0;3.0;-3.7258810607695296;-38.588801663193316;REGIONAL 1;12.676079399771027
CASA;MONDUBIM;650000.0;140.0;3;4.0;1.0;3.0;-3.8071742741952255;-38.569485196474325;REGIONAL 10;13.384729180332174
CASA;EDSON QUEIROZ;890000.0;248.0;3;4.0;2.0;3.0;-3.78718;-38.46906;REGIONAL 7;13.698977865303197
CASA;LAGOA REDONDA;299000.0;100.0;3;3.0;1.0;2.0;-3.827168722617903;-38.47264536582676;REGIONAL 6;12.608202196848836
CASA;JOAQUIM TÁVORA;2285000.0;679.0;4;4.0;3.0;3.0;-3.741618438285888;-38.51345674994324;REGIONAL 2;14.641877019947108
CASA;LAGOA REDONDA;670000.0;273.0;8;12.0;6.0;10.0;-3.8145150745616623;-38.463479107368975;REGIONAL 6;13.415034483903348
CASA;MONTE CASTELO;790000.0;321.0;5;1.0;2.0;5.0;-3.731213086999313;-38.55074195004413;REGIONAL 3;13.579789490265188
CASA;PADRE ANDRADE;970000.0;387.0;4;3.0;4.0;4.0;-3.734631887305472;-38.575892563193136;REGIONAL 3;13.785052381406869
CASA;PREFEITO JOSÉ WALTER;350000.0;70.0;2;1.0;1.0;2.0;-3.8329545435355663;-38.556657930608225;REGIONAL 8;12.765691290604371
CASA;JOSÉ DE ALENCAR;5800000.0;1360.0;4;5.0;3.0;4.0;-3.8091234318177873;-38.473448488800976;REGIONAL 6;15.573368647930426
CASA;JARDIM GUANABARA;550000.0;170.0;3;10.0;1.0;2.0;-3.713877426985863;-38.59293855068759;REGIONAL 1;13.217675375388819
